Index,Project,Text,Class,isSATD,Predict_sft-35
828,Gradle,//  JGit properties work from their relocated locations and conflict if they are left in place.,NON-SATD,0,NON-SATD
829,Gradle,//  Collect a map from component to its owning component. This might be better to move to the component or some publications model,NON-SATD,0,NON-SATD
830,Gradle,"// First, we replace slashes because they have special meaning in the javadoc options file  Then, we replace every linebreak with slash+linebreak. Slash is needed according to javadoc options file format",NON-SATD,0,NON-SATD
831,Gradle,"//  Add to the end of the queue, so that we traverse the graph in breadth-wise order to pick up as many conflicts as   possible before attempting to resolve them",NON-SATD,0,NON-SATD
832,Gradle,//  only set the TaskOperation as the parent if the Tooling API Consumer is listening to task progress events,NON-SATD,0,NON-SATD
833,Gradle,//  4) set up convention mapping for default sources (allows user to not have to specify),NON-SATD,0,NON-SATD
834,Gradle,"//  Add to the front of the queue, to flush out configurations that are no longer required.",NON-SATD,0,NON-SATD
835,Gradle,//  Discard the node so it can be garbage collected. Some Ant tasks cache a potentially large amount of state   in fields.,NON-SATD,0,NON-SATD
836,Gradle,"//  By removing the leading ""/"", this is no longer a ""path"" as defined by Eclipse",NON-SATD,0,NON-SATD
837,Gradle,"//  if we reach this point, no match was found, either because there are no versions matching the selector",NON-SATD,0,NON-SATD
838,Gradle,//  can't delegate to compileClasspathLoader because this would result in ASTTransformation interface   (which is implemented by the transform class) being loaded by compileClasspathClassLoader (which is,NON-SATD,0,NON-SATD
839,Gradle,//  Left over data from previous append is only possible when a multi-chars new line is   been processed and split across multiple append calls.,NON-SATD,0,NON-SATD
840,Gradle,"//  We use an identity hashmap for performance, because we know that our attributes   are generated by a factory which guarantees same instances",NON-SATD,0,NON-SATD
841,Gradle,"//  Unfortunately, we can't determine this at constructor time, because CacheBuilder   calls our constructor and it's not easy to pass arguments to it.",NON-SATD,0,NON-SATD
842,Gradle,"//  The provider does not know how to produce the value, so use the value instead",NON-SATD,0,NON-SATD
843,Gradle,"//  Disallow instance fields. This doesn't guarantee that the object is immutable, just makes it less likely   We might tighten this constraint to also disallow any _code_ on immutable types that reaches out to static state",NON-SATD,0,NON-SATD
844,Gradle,"//  An identifier with no separator, so this is not an #include or #import directive, it is some other directive",NON-SATD,0,NON-SATD
845,Gradle,//  see if the grammar if out-of-date by way of its super-grammar(s) as gleaned from parsing the grammar file,NON-SATD,0,NON-SATD
846,Gradle,//  let's see if we can find a single variant which has exactly the requested artifacts,NON-SATD,0,NON-SATD
847,Gradle,"//  For a dependency from _another_ build to _this_ build, don't make the artifact buildable   Making these artifacts buildable leads to poor error reporting due to direct task dependency cycle (losing the intervening build dependencies)",NON-SATD,0,NON-SATD
848,Gradle,"//  When not running from a Gradle distro, need runtime impl for launcher plus the search path to look for other modules",NON-SATD,0,NON-SATD
849,Gradle,"//  Include the shortest path from each version that has a direct dependency on the broken dependency, back to the root",NON-SATD,0,NON-SATD
850,Gradle,//  the ansi escapes for piping it into ansi color aware commands (e.g. less -r),NON-SATD,0,NON-SATD
851,Gradle,"//  state, cachedResolvedConfiguration, and extendsFrom intentionally not copied - must re-resolve copy   copying extendsFrom could mess up dependencies when copy was re-resolved",NON-SATD,0,NON-SATD
852,Gradle,"//  If we broke out of the comparison because there was a difference, we can reuse the snapshot of the new element",NON-SATD,0,NON-SATD
853,Gradle,//  Store this because Locale.default is mutable and we want the unchanged default   We are assuming this class will be initialized before any code has a chance to change the default,NON-SATD,0,NON-SATD
854,Gradle,"//  Not a leaf node. Move up an entry from a leaf node, then possibly merge the leaf node",NON-SATD,0,NON-SATD
855,Gradle,"//  a class consisting of a vanilla name can never be   a static inner class, because at least one dot is   required for this. Example: foo.bar -> foo$bar",NON-SATD,0,NON-SATD
856,Gradle,"//  This deals with the fact that in TestNG, there are no class-level events,   but we nevertheless want to see the class name. We use ""."" rather than   "" > "" as a separator to make it clear that the class is not a separate   level. This matters when configuring granularity.",NON-SATD,0,NON-SATD
857,Gradle,//  (macOS) Looks like: Test Case '-[AppTest.PassingTestSuite testCanPassTestCaseWithAssertion]' started.   (Linux) Looks like: Test Case 'PassingTestSuite.testCanPassTestCaseWithAssertion' started.,NON-SATD,0,NON-SATD
858,Gradle,"//  Self close parent in order to discover its children, or its target in the case of a reference",NON-SATD,0,NON-SATD
859,Gradle,// we're making an assumption that all <pre> elements contain java code  this should mostly be true :)  if it isn't true then the syntax highlighting won't spoil the view too much anyway,NON-SATD,0,NON-SATD
860,Gradle,"//  we do not do our name mangling to find an inner class   if the type is a ConstructedClassWithPackage, because in this case we   are resolving the name at a different place already",NON-SATD,0,NON-SATD
861,Gradle,//  Any node that the preceding task must run after is also a preceding node.,NON-SATD,0,NON-SATD
862,Gradle,//  NOTE: meminfoMatcher is _not_ thread safe and access needs to be limited to a single thread.,NON-SATD,0,NON-SATD
864,Gradle,//  Ant is optional dependency of groovy(-all) module but mandatory dependency of Groovy compiler;   that's why we add it here. The following assumes that any Groovy compiler version supported by Gradle   is compatible with Gradle's current Ant version.,NON-SATD,0,NON-SATD
865,Gradle,"//  the target component exists, so we need to fallback to the traditional selection process",NON-SATD,0,NON-SATD
866,Gradle,"//  if we reach this point it means the node selection was restarted, but   effectively it has the same incoming edges as before, so we can return   the result we computed last time",NON-SATD,0,NON-SATD
867,Gradle,"// class results may be created earlier, where we don't yet have access to the start time",NON-SATD,0,NON-SATD
868,Gradle,"//  For legacy software model behaviour, which is to assume that any kind of runtime can be built when any compiler is available",NON-SATD,0,NON-SATD
869,Gradle,"//  NOTE: Windows uses Path, but allows asking for PATH, and PATH         is set within builder object for some things such         as CommandLineIntegrationTest, try PATH first, and         then revert to default of Path if null",NON-SATD,0,NON-SATD
870,Gradle,// we can try sending something to the daemon and try out if he is really dead or use jps  if he's really dead we should deregister it if it is not already deregistered.  if the daemon is not dead we might continue receiving from him (and try to find the bug in messaging infrastructure),NON-SATD,0,NON-SATD
871,Gradle,"//  At this point we know that we have a match for pname. This may   mean, that name[pname.length()..<-1] is a static inner class.   For this the rest of the name does not need any dots in its name.   It is either completely a inner static class or it is not.   Since we do not want to have useless lookups we create the name   completely and use a ConstructedClassWithPackage to prevent lookups against the package.",NON-SATD,0,NON-SATD
872,Gradle,//  This URL is not recognized by the Mac console (too few leading slashes). We solve   this be creating an URI with an empty authority.,NON-SATD,0,NON-SATD
873,Gradle,"//  We're making an assumption here that the target's plugin registry is backed classLoaderScope.   Because we are only build.gradle files right now, this holds.",NON-SATD,0,NON-SATD
874,Gradle,"//  We know it's an archive, but not what kind of archive   We know it's an artifact, but that's all we know for sure",NON-SATD,0,NON-SATD
875,Gradle,"/*             The semantics of this method are that the given action should be notified if the            Daemon is going to be terminated at the end of this build.            It is not a generic outlet for __xpiry events_.            Ideally, the value given would describe the problem and not be phrased in terms of why we are shutting down,            but this is a practical compromise born out of piggy backing on the expiration listener mechanism to implement it.          */",NON-SATD,0,NON-SATD
876,Gradle,"//  Not sure under what scenario (if any) this would occur,   but there's no sense in collecting the descriptor if it does.",NON-SATD,0,NON-SATD
877,Gradle,//  Implementation note: It is only necessary to override visit methods   for AST nodes that reference statements. For ClosureExpression we rely on   the assumption that it always references a BlockStatement and hence our   visitBlockStatement() method gets called.,NON-SATD,0,NON-SATD
878,Gradle,"//  Checking if there is a type variable to resolve, since resolving the type variable via `TypeToken` is quite expensive.",NON-SATD,0,NON-SATD
879,Gradle,//  Notify caches that lock is to be released. The caches may do work on the cache files during this,NON-SATD,0,NON-SATD
880,Gradle,"/*         When writing a file into the filestore a marker file with this suffix is written alongside,        then removed after the write. This is used to detect partially written files (due to a serious crash)        and to silently clean them.      */",NON-SATD,0,NON-SATD
881,Gradle,"//  We don't have mutable access to the project, so we throw a deprecation warning and then continue with   lenient locking to prevent deadlocks in user-managed threads.",NON-SATD,0,NON-SATD
882,Gradle,"//  No target, or target is an ancestor of this node, so is already being handled",NON-SATD,0,NON-SATD
883,Gradle,"//  note: it's not the role of this class to validate that the annotation is properly used, that   is to say only on a getter returning String or a Named instance, so we trust the result of   the call",NON-SATD,0,NON-SATD
884,Gradle,//  Check if node was previously traversed with the same net exclusion when not a virtual platform,NON-SATD,0,NON-SATD
885,Gradle,"//  Rewrite the method call to match TransformedModelDslBacking#create(String, Closure), which is what the delegate will be",NON-SATD,0,NON-SATD
886,Gradle,"//  some capabilities are explicitly required (in other words, we're not _necessarily_ looking for the default capability   so we need to filter the configurations",NON-SATD,0,NON-SATD
887,Gradle,"//  There is an inheritance hierarchy in play here, so the order   of the clauses is very important.",NON-SATD,0,NON-SATD
888,Gradle,//  this situation occurs when there was no branch defined   in the original dependency descriptor. So the dynamicId   shouldn't contain a branch neither,NON-SATD,0,NON-SATD
889,Gradle,"//  If the failure handler rethrows exception, then execution of other nodes is aborted. (--continue will collect failures)",NON-SATD,0,NON-SATD
890,Gradle,"//  Transient, don't serialize all the views that happen to have been visited, recreate them when visited via the deserialized view",NON-SATD,0,NON-SATD
891,Gradle,//  Use the timestamped version for all published artifacts:   The timestamped version is hidden deep in `Metadata.versioning.snapshotVersions`,NON-SATD,0,NON-SATD
892,Gradle,"// in case one wants to synchronize this method,  bear in mind that it is blocking so it cannot share the same lock as others",NON-SATD,0,NON-SATD
893,Gradle,"//  Detect anonymous static classes of enum constants with class body   See https://docs.oracle.com/javase/specs/jls/se7/html/jls-8.html#d5e12300   And https://docs.oracle.com/javase/specs/jls/se7/html/jls-8.html#jls-8.9.1   ""The optional class body of an enum constant implicitly defines an anonymous class declaration    that extends the immediately enclosing enum type.""",NON-SATD,0,NON-SATD
894,Gradle,//  we cannot use md5 instead of sha1 here because cache will get corrupted due to its expectation of sha1 hashes,NON-SATD,0,NON-SATD
895,Gradle,/*                 val leftResult = result.left()                val errorSeq = left.get()                // convert errorSeq -> Java types              */,NON-SATD,0,NON-SATD
896,Gradle,"//  Matches: task <identifier> <arg-list> | task <string> <arg-list>   Map to: task(""<identifier>"", <arg-list>) | task(<string>, <arg-list>)",NON-SATD,0,NON-SATD
897,Gradle,"//  Only remove edges that come from a different node than the source of the dependency going back to pending   The edges from the ""From"" will be removed first",NON-SATD,0,NON-SATD
898,Gradle,"//  BCPGOutputStream seems to do some internal buffering, it's unclear whether it's strictly required here though",NON-SATD,0,NON-SATD
899,Gradle,"//  There is currently a requirement in the JDK9 javac implementation   that when javac is invoked with an explicitly empty sourcepath   (i.e. {@code --sourcepath """"}), it won't allow you to compile a java 9   module. However, we really want to explicitly set an empty sourcepath   so that we don't implicitly pull in unrequested sourcefiles which   haven't been snapshotted because we will consider the task up-to-date   if the implicit files change.     This implementation of hasLocation() pretends that the JavaFileManager   has no concept of a source path.",NON-SATD,0,NON-SATD
900,Gradle,"// this means that we receive an output before even starting any class (or too late).  we don't have a place for such output in any of the reports so skipping.  Unfortunately, this happens pretty often with current level of TestNG support  because output events emitted by constructor, beforeTest, beforeClass   are sent before test start event is started and there is no parent class event emitted by TestNG.  In short, the TestNG support could be better. See also TestNGOutputEventsIntegrationTest",NON-SATD,0,NON-SATD
901,Maven,"//  The parent version may have resolved to something different, so we take what we asked for...   instead of - child.setVersion( parent.getVersion() );",NON-SATD,0,NON-SATD
902,Maven,//  the test in question and vice versa. A little Eclipse plugin would do the trick.,NON-SATD,0,NON-SATD
903,Maven,"//  This means a module which is build has a dependency which has the same   groupId, artifactId, version and classifier coordinates. This is in consequence   a self reference or in other words a circular reference which can not being resolved.",NON-SATD,0,NON-SATD
904,Maven,"/*          * Probably is not worth it, but here I make sure I restore request         * to its original state.          */",NON-SATD,0,NON-SATD
905,Maven,"//               TreeSet<MetadataGraphEdge> deps = new TreeSet<MetadataGraphEdge>(                          new Comparator<MetadataGraphEdge>()                          {                              public int compare( MetadataGraphEdge e1                                                , MetadataGraphEdge e2                                                )                              {",NON-SATD,0,NON-SATD
906,Maven,"/* - test projects for each of these- how to categorize the problems so that the id of the problem can be match to a page with descriptive help and the test  project- nice little sample projects that could be run in the core as well as integration testsAll Possible Errors- invalid lifecycle phase (maybe same as bad CLI param, though you were talking about embedder too)- <module> specified is not found- malformed settings- malformed POM- local repository not writable- remote repositories not available- artifact metadata missing- extension metadata missing- extension artifact missing- artifact metadata retrieval problem- version range violation- circular dependency- artifact missing- artifact retrieval exception- md5 checksum doesn't match for local artifact, need to redownload this- POM doesn't exist for a goal that requires one- parent POM missing (in both the repository + relative path)- component not foundPlugins:- plugin metadata missing- plugin metadata retrieval problem- plugin artifact missing- plugin artifact retrieval problem- plugin dependency metadata missing- plugin dependency metadata retrieval problem- plugin configuration problem- plugin execution failure due to something that is know to possibly go wrong (like compilation failure)- plugin execution error due to something that is not expected to go wrong (the compiler executable missing)- asking to use a plugin for which you do not have a version defined - tools to easily select versions- goal not found in a plugin (probably could list the ones that are)  */",NON-SATD,0,NON-SATD
907,Maven,//    Parsing errors can happen during the processing of the arguments and we prefer not having to check if   the logger is null and construct this so we can use an SLF4J logger everywhere.,NON-SATD,0,NON-SATD
908,Maven,"//  the order of these two is non-deterministic, based on when they're added to the reactor.",NON-SATD,0,NON-SATD
909,Maven,"//  local wins now, and irrelevant if not local as test/provided aren't transitive   assertEquals( ""Check artifactScope"", Artifact.SCOPE_COMPILE, artifact.getArtifactScope() );",NON-SATD,0,NON-SATD
910,Maven,"//  the parent version is not a range, we have version skew, drop back to resolution from repo",NON-SATD,0,NON-SATD
911,Maven,// [01] clean:clean  [02] resources:resources  [03] compiler:compile  [04] it:generate-metadata  [05] resources:testResources  [06] compiler:testCompile  [07] it:generate-test-metadata  [08] surefire:test  [09] jar:jar  [10] install:install,NON-SATD,0,NON-SATD
912,Maven,//  -----------------------------------------------------------------------------------------------   Tests which exercise the lifecycle executor when it is dealing with individual goals.   -----------------------------------------------------------------------------------------------,NON-SATD,0,NON-SATD
913,Maven,"//  check all transitive deps of a runtime dependency are runtime scope, except for test",NON-SATD,0,NON-SATD
915,Maven,"//         throws Exception      {          File localRepo = getLocalRepositoryPath();            ArtifactFactory factory = (ArtifactFactory) lookup( ArtifactFactory.class );          Artifact artifact = factory.createProjectArtifact( ""maven"", ""p1"", ""1.0"" );            ArtifactRepositoryFactory repoFactory = (ArtifactRepositoryFactory) lookup( ArtifactRepositoryFactory.class );          ArtifactRepository localArtifactRepo = repoFactory.createLocalRepository( localRepo );            MavenProject project1 = getProjectBuilder().buildFromRepository( artifact, Collections.EMPTY_LIST, localArtifactRepo );",NON-SATD,0,NON-SATD
916,Maven,"//  if the POM didn't exist, retry if any repo is configured to always update",NON-SATD,0,NON-SATD
917,Maven,//  Propagate the parallel flag to the root session and all of the cloned sessions in each project segment,NON-SATD,0,NON-SATD
919,Maven,"//  local wins now, and irrelevant if not local as test/provided aren't transitive   assertEquals( ""Check artifactScope"", Artifact.SCOPE_RUNTIME, artifact.getArtifactScope() );",NON-SATD,0,NON-SATD
920,Maven,//  if not then i need to grab the mojo descriptor and look at the phase that is specified,NON-SATD,0,NON-SATD
921,Maven,"//  Parent is added as an edge, but must not cause a cycle - so we remove any other edges it has   in conflict",NON-SATD,0,NON-SATD
923,Maven,//  For some reason with the introduction of MNG-1577 we have the case in Yoko where a depMan section has   something like the following:     <dependencyManagement>       <dependencies>           <!--  Yoko modules -->           <dependency>               <groupId>org.apache.yoko</groupId>               <artifactId>yoko-core</artifactId>               <version>${version}</version>           </dependency>   ...     And the range is not set so we'll check here and set it. jvz.,NON-SATD,0,NON-SATD
924,Maven,//  ----------------------------------------------------------------------------------------------------------------       D E P R E C A T E D       ----------------------------------------------------------------------------------------------------------------     Everything below will be removed for Maven 4.0.0     ----------------------------------------------------------------------------------------------------------------,NON-SATD,0,NON-SATD
925,Maven,"/*                  * This is purely for backward-compat with 2.x where <extensions> consisting of a single artifact where                 * loaded into the core and hence available to plugins, in contrast to bigger extensions that were                 * loaded into a dedicated realm which is invisible to plugins (MNG-2749).                  */",NON-SATD,0,NON-SATD
926,Maven,/*          * This provides backward-compat with 2.x that allowed plugins like the maven-remote-resources-plugin:1.0 to         * populate the builder configuration with model repositories instead of artifact repositories.          */,NON-SATD,0,NON-SATD
927,Maven,//  would ever need this so it should not be exposed in a public API,NON-SATD,0,NON-SATD
928,Maven,//    Our settings.xml source is historically how we have configured Maven from the CLI so we are going to   have to honour its existence forever. So let's run it.,NON-SATD,0,NON-SATD
929,Maven,//  from here to the end of the method is dealing with merging of the <executions/> section.,NON-SATD,0,NON-SATD
931,Maven,"//  MNG-2123: if the previous node was not a range, then it wouldn't have any available   versions. We just clobbered the selected version above. (why? i have no idea.)   So since we are here and this is ranges we must go figure out the version (for a   third time...)",NON-SATD,0,NON-SATD
932,Maven,//  ------------------------------------------------------------------------   Local Repository     1. Use a value has been passed in via the configuration   2. Use value in the resultant settings   3. Use default value   ------------------------------------------------------------------------,NON-SATD,0,NON-SATD
933,Maven,//  -----------------------------------------------------------------------------------------------   Tests which exercise the lifecycle executor when it is dealing with default lifecycle phases.   -----------------------------------------------------------------------------------------------,NON-SATD,0,NON-SATD
934,Maven,/*                  * NOTE: This is to provide a migration path for implementors of the legacy API which did not know about                 * getLifecycles().                  */,NON-SATD,0,NON-SATD
936,Maven,"//    Be nice to whittle this down to Session, maybe add task segments to the session. The session really is the   the place to store reactor related information.",NON-SATD,0,NON-SATD
